tweet,category,cluster,cause,sentiment,sentiment_score,user_id,user_screen_name,user_followers_count,user_friends_count,user_favourites_count,influence_ratio,user_statuses_count,user_verified,user_description,user_category
Dedicate could soon pay for services to keep diabetes from developing populationhealth,educational,,Diabetes,neutral,0,55613213,MikeTCraig,2943,473,34,6.222,4621,0,"""Tweets about science and tech, with the occasional cat or beer pic thrown in. Tweets don't represent any employer, and they don't always represent me either.""",public
The sooner we stop talking about abortion the sooner women s health can move forward,personal,,Abortion,positive,0.234875,292432955,xojanedotcom,40981,3457,26059,11.85,35024,0,"""Tweets from @JanePratt's site http://t.co/rsfWkfWpLn. \nQuestions? info@xojane.com. Comment Policy: http://t.co/JU5d02m1N4.""",public
Health department reports link between low income diabetes among Minnesota residents,educational,,Diabetes,negative,-0.316389,39756267,TCBmag,22546,252,32,89.468,10718,0,"""Twin Cities Business is Minnesota's premier business resource, offering daily news and an in-depth look at local companies and business people.""",businesses
The Safety of TDF FTC for HIV Are Exposure Prophylaxis PrEP in Individuals With Active Keratitis B,educational,"Other communicable, maternal, neonatal, and nutritional disorders",Hepatitis,neutral,0,64767085,TAGHIVscience,1868,1904,210,0.981,4515,0,"""Twitter for TAG's Basic Science, Vaccines & Cure Project, by Richard Jefferys. Primary Treatment Action Group twitter is @TAGTeam_Tweets""",public
I thought he wanted White Farmers back to feed the starving millions Rep the syphilis is eating his brain,unrelated,,Syphilis,negative,-0.706619,277125802,ProudPatriot101,15979,10272,1297,1.56,197756,0,"""UK & Europe is being invaded by savage Islam. They are the 5th column.. White Genocide is NWO Agenda. Read 'Coudenhove Kalergi' The TRUTH is there. Wake up!""",public
Help combat diabetes with kill cleanEating,promotional,,Diabetes,negative,-0.591759,2253085339,KSFLUK,9516,891,4665,10.68013468,26038,0,"""UK's Fastest Growing #Diet & #Fitness with over 100 #Franchisees in the #UK, #Ireland, #Gibraltar. Live & Online Clean Eating, #HIIT #Workouts & mindset.""",businesses
Help combat diabetes with kill cleanEating,promotional,,Diabetes,negative,-0.591759,2253085339,KSFLUK,9516,891,4665,10.68,26038,0,"""UK's Fastest Growing #Diet & #Fitness with over 100 #Franchisees in the #UK, #Ireland, #Gibraltar. Live & Online Clean Eating, #HIIT #Workouts & mindset.""",businesses
Why do I have the feeling that they are going to commander the boat and screw EVERYTHING up if Strand falls asleep FearTWD,personal,,Falls,negative,-0.854299,22507767,mephistolesnc,222,546,2792,0.406593407,27888,0,"""Under her son's control. She expected me.""",public
Three were associated w health 2 3 reduction of child mortality 75 reduction in maternal mortality reduce HIV AIDS malaria ahcj16,educational,,HIV/AIDS,neutral,0,37062669,heroinebook,4109,2125,7120,1.934,17024,1,"""Unrepentant bookworm/journalist/historian. Words @SmithsonianMag @JSTOR_Daily @WashingtonPost @mental_floss etc. Author, THE HEROINE'S BOOKSHELF. Opinions mine.""",celebrities
Moreover i recognize how necessary we are to have routine physical activity Happy WorldHealthDay and lets decrease Diabetes cases,educational,,Diabetes,negative,-0.276568,46560819,fabyola1093,761,970,410,0.785,66246,0,"""Walk before the Lord to Love Him, and love people. Passionate in Public Health, NCDs, and Human Development. @johannessasiang 's \u2764""",public
BMJ company here s one with a space,unrelated,,Asthma,positive,0.374126,721071407,Monkeywellbeing,3403,5002,21179,0.68,19021,0,"""Walking hand in hand with you and your child through life's experiences. Proud to be Fab Ambassadors! Monkey's Mum is @helensadler4""",interest groups
BMJ company here s one with a space,unrelated,,Asthma,positive,0.374126,721071407,Monkeywellbeing,3403,5002,21179,0.680327869,19021,0,"""Walking hand in hand with you and your child through life's experiences. Proud to be Fab Ambassadors! Monkey's Mum is @helensadler4""",interest groups
When an Aquarian falls out of love they will disappear and they are the best at disappearing,unrelated,,Falls,negative,-0.537735,38769915,Teddy787718,462,1939,479,0.238,12514,0,"""We all live in some type of wonderland, but it's who border lines between the sane & insane that make this world creative. #ykcir""",public
Makar From Taking Significant Recovery After Drug Overdose And Strokes,educational,Mental and behavioral disorders,Drug overdose,negative,-0.217368,60982039,Foxy991,14615,7720,261,1.893,76026,0,"""We are Fayetteville's #1 Station for Hip Hop and R&B. ALWAYS LISTEN LIVE @ https://t.co/DO0TZPviBH!!""",public
Black HIV AIDS Awareness Event at Good College on Thursday Web 4 pm See press release,educational,HIV/AIDS and tuberculosis,HIV/AIDS,positive,0.270735,1439505619,FrederickCenter,121,20,0,6.05,1566,0,"""We are Frederick's LGBTQ Community center! Follow us to keep up to date on local news and events.""",media
FDA approved Zepatier for treatment of chronic keratitis C genotypes 1 and 4,educational,"Other communicable, maternal, neonatal, and nutritional disorders",Hepatitis,negative,-0.259627,2510959423,HTCColorado,163,108,51,1.51,705,0,"""We are the Rocky Mountain Region's leader in the treatment of bleeding and clotting disorders and pediatric stroke.""",interest groups
Fro Rivers Cooperating With Abortion via,educational,,Abortion,neutral,0,857259841,eric_sblog,309,1546,247,0.199870634,3064,0,"""We are therefore Christ's ambassadors, as though God were making his appeal through us. We implore you on Christ's behalf: Be reconciled to God""",public
PLEASE DISTINGUISH BETWEEN TYPE ONE DIABETES AND TYPE TWO DIABETES,educational,,Diabetes,negative,-0.731246,134241258,katieisbell,25927,473,36976,54.81,98084,0,"""We attract what we're ready for.""",public
Retweeted Bloomberg Markets Round falls as Credit seen a step closer amid Brussels tragedy,unrelated,,Falls,negative,-0.828532,260171171,StraitsBridge,71,166,75,0.427710843,10558,0,"""We provide advisory & implementation services across the CFO domain in financial institutions. Delivering real solutions with a practitioner's perspective.""",businesses
He invited to the Iii Islands to raise awareness on rhdprevention,educational,,Rheumatic heart,neutral,0,176985932,BupaAustralia,11759,1659,1060,7.09,23092,1,"""We want lives to be happier and healthier, so we\u2019ve been busy building our health and care services. Follow us to find out more. We're here 9am-5pm weekdays.""",public
Spermbot could help solve male fertility fascinating research out of Germany via,educational,"Diabetes, urogenital, blood, and endocrine diseases",male infertility,positive,0.402677,56736299,montereybayivf,1730,1269,170,1.363,2523,0,"""Welcome to Monterey Bay IVF, the only full spectrum infertility clinic on California's Central Coast, our goal for you: from infertility to family!""",public
Women s Tennis Walls to Afford letsgoG,unrelated,,Falls,neutral,0,631211849,UNCGWTennis,105,10,0,10.5,65,0,"""Welcome to the official Twitter page of the UNCG Women's Tennis team.""",interest groups
RT of Medical Scientists kill drug resistant Hung Cancer with 50 times less them UNC,educational,Neoplasms,lung cancer,negative,-0.70795,265144172,LS_Parenting,328,6,0,54.67,87407,0,"""Welcome! :-) We're all about health and safety for parents and their kids. We're part of http://t.co/PoE6QNfgF9, a global health promotion and delivery NGO.""",interest groups
That it s Like Having Epilepsy via,personal,,Epilepsy,negative,-0.21571,34500544,terry209,112,1243,80,0.09,1703,0,"""well i'm known only by those who know me.!just ask me anything.and i will tell you annything!""",public
Of Is it lofty to hope for an 85 reduction in Malaria cases by 2030 MalariaChat,personal,,Malaria,positive,0.222273,17791651,CharlestonOrwig,3230,1580,4881,2.044303797,7579,0,"""We're a dog-friendly, client-focused, strategically sound, creatively driven, full-service agency that's 100 percent focused on success across the food system.""",interest groups
I added a video to a playlist SomaVeda That Sofa Table Bridge for Now Back Pain,promotional,Musculoskeletal disorders,Low back pain,negative,-0.732301,44891636,lead_rabbit,19665,20296,0,0.969,24317,0,"""We're a lead generation company. We create targeted online marketing campaigns to drive new, qualified customers to your business for just $30 per lead or less.""",businesses
Anything you see in this entryway that could increase risk of falls alzheimers alzdesign,educational,,Falls,negative,-0.695272,3366087389,AlzDesign,654,516,877,1.26744186,1412,0,"""We're big-hearted designers sharing design, remodeling, lifestyle help for Alzheimer's. Join #AlzDesign chat Sundays 7pmET. @KMSDesignStudio & @MyFixitUpLife""",businesses
1 in 5 women do not attend their cervicalscreening Head why it s important to go here,educational,,Cervical cancer,positive,0.260191,69884665,JoTrust,11529,4903,6402,2.351417499,17367,1,"""We're the only UK charity dedicated to supporting women affected by cervical cancer & abnormalities. Call our Helpline on 0808 802 8000. #SmearForSmear""",official agencies
One new case of tongue fever confirmed on BigIsland DengueFever,educational,Neglected tropical diseases and malaria,dengue,negative,-0.374399,115466478,westhawaiitoday,3137,312,45,10.05,17437,0,"""West Hawaii's news resource.""",public
RT of Goodnight rheumatoid arthritis,personal,Musculoskeletal disorders,Rheumatoid arthritis,neutral,0,43632684,Sally5977,3257,2726,52132,1.195,50333,0,"""What 56 looks like in the dark. Laughter heals, I'm healing now, TY. https://t.co/cqzIsGh6v4""",public
American Taliban Pressed on an Abortion An Donald Plump Sees a Penalty for Women via,educational,,Abortion,negative,-0.727698,77221320,dougmenuez,2141,2196,867,0.974954463,1833,0,"""What I've learned as a documentary storyteller: You don't have to be a genius to change the world, but you DO have to be fearless. https://t.co/ZRToS4Df5a""",public
you d think he d have a higher standard of products he puts his name on I m questioning my Fret Michael diabetes testing strips,personal,,Diabetes,negative,-0.294011,14416242,copus,703,643,242,1.093312597,3697,0,"""What's up with the youth?""",public
Exposure to such gases can cause respiratory problems asthma chronic bronchitis leukaemia and other blood related diseases NaijaDelta,educational,,Asthma,negative,-0.870464,219239722,Pellentini,11329,6698,1815,1.691400418,294425,0,"""When Jesus asked james n john 2 ffl him, dey didn't ask 4 ffl bck :| learn 4rm d sons of zebedee \u2606 ProudGemini  \u2606 Chess Freak \u270c""",public
WHEN LOUISE FALLS of LOVE WITH BOO BOO THATS HOW of HAPPENS IRL of CRYIBG,personal,,Falls,negative,-0.819023,1342030254,DiminishedLove,680,599,17569,1.135225376,23146,0,"""Wherever you go, go with all of your heart. \u2022\u2022\u2022CofC '20\u2022\u2022\u2022""",public
Have you found a way to take the energy from negative emotions and channel that into positive actions and choice,personal,,Diabetes,negative,-0.383083,2398614091,NLOT2Diabetes,754,1171,349,0.643894108,1143,0,"""Whether you've just been diagnosed or have had Type 2 Diabetes for years, you'll find expert advice, valuable resources and support at #NewLifeOutlook.""",interest groups
Check out Orthopaedic Traction Nearest for Headache Migraine Neck Pain Relief,personal,Musculoskeletal disorders,Neck pain,negative,-0.804782,115151050,willowlynstream,629,468,9,1.34,31538,0,"""Willowlynstream's Ebay & Bonanza booths. Along with: couponing & money saving tips! Enjoy, follow, share :)""",public
Malmsey Not for drinking For drowning,educational,,Drowning,negative,-0.703397,2254174327,opinionatedwino,1297,2200,7706,0.589545455,4853,0,"""Wine Merchant. Smartass. Trail Blazers/A's/Raiders/Ducks fan. Political Junkie. Foodie. Veteran. I have opinions.""",public
Donald Plump supports abortion ban and punishment for women via,educational,,Abortion,negative,-0.65421,136295077,tweetableman,1638,1227,4002,1.334963325,61959,0,"""without further ado I'm a Monotheist,Excellently self-educated,Dauntless Militant, stargazer, and I own a flair for lots of things #astronomy #Physics #politics""",public
When abortion was illegal women died were jailed tens sent to homes far away SlutShaming via,personal,,Abortion,negative,-0.489913,38877373,WomanVote,2224,1420,43286,1.566,87996,0,"""WomanVoter,supports Single Payer,FOIA,FreeSpeech,FreePress,NetAccess, HumanRights,Freedom, Women'sRights &VotingRights. We The Ppl http://t.co/Zk0M6jPdaQ""",public
The Simple and Easy Smoothie for Reduced Risk and Treatment of Breast Cancer Back by Respectable Institutions,educational,,Breast cancer,neutral,0,148418872,_Woman_health,463437,376498,209,1.23,136960,0,"""Women's health researcher""",interest groups
Good piece by Afterlives By Other s Breast Cancer and By Own via,personal,,Breast cancer,negative,-0.713054,620469927,JeanneDarst,330,314,153,1.050955414,285,1,"""Writer on new Jonathan Ames show BLUNT TALK. My book: 'Fiction Ruined My Family.'This American Life/New Yorker cartoonist. EAT ME LA: https://t.co/7Jo21MegGp""",public
